text,label,dataset
"So, on Marriott and Hilton, the way I would describe this is, as you commonly see in these larger cobrands where you have very long-term agreements, as they are renewed, there tends to be a step down in economics and we work over the course of the subsequent five, seven, eight years to really rebuild the economics",pos,train
We expect the dynamic in 2018 to remain pretty consistent with 2017,pos,train
"Our loan growth is expected to exceed the industry as we continue to focus on increasing our share of lending, particularly with existing customers",pos,train
"Lending write-off rates and delinquencies are expected to continue to increase, but we believe we will remain below the industry average",pos,train
We expect continued strong momentum in our billings and loans metrics as we capture the diverse growth opportunities we see across our customer segment,pos,train
"What we have done effective January 1 is we’ve divided that so that David Weaver is continuing to drive the community bank commercial and Brant Standridge, one of our newer, younger executive leaders who's had a lot of experience out in the field, has had a lot of experience in auto and mortgage and specialized in these businesses, he is now driving directly every day the brand side, the retail side of the community bank",pos,train
"So basically, we've doubled the executive amplitude, executive leadership in the community bank and we know that is going to generate substantially more performance as we laser focus in on the productivity of the sources that we have invested in that side of the bank",pos,test
Our growth is being driven by a virtue of the fact that our market will be growing faster and we have more focus on actually making the execution strategies that we have worked,pos,train
"And so, and from my point of view, again without giving specific guidance, I believe we will -- I know we will intend to continue to focus on that as we get through ’18 and ’19, I believe that will keep downward pressure on expenses even as we become better at what we're doing",pos,train
"And so I would not be surprised if we're able to hold expenses in the flattish range ’18 and ’19, but I'm not going to make a commitment on that",pos,train
"And if I think about the flat expense guidance, should we be assuming then that you're finding efficiencies in other areas that are roughly of the same magnitude as the 150 million to 200 million that you mentioned?",pos,train
"Our mortgage area continues to grow as we continued our, keeping our penetration in that market, that should be up and then investment banking and brokerage",pos,train
"And as we go forward over the rest of this year and into next year, you will see our loan growth, I think, meaningfully increase, because of that painful process we needed to go through, but good process from a long term strategic point of view",pos,train
"Our Zelle P2P program, like all of the other major banks in the country rolled out recently, it's going extraordinarily well",pos,train
"We have and we will continue to substantially increase our investment in marketing, around our digital presentation to the marketplace",pos,train
"In reality, this merger is turning out about like all other mergers and we've gone through the painful part, is a great long term investment as what we thought and begins what we think now and we're very happy about it",pos,train
"Our mortgage portfolio, we're expanding in a lot of new markets and other places in terms of our brokerage business around the country",pos,train
Our wealth business continues to grow and we invest substantially more assets in that,pos,train
"Investment income, as Daryl mentioned, was up about 12% and we continue to invest in the wealth and in our full service broker, which has got really good momentum",pos,train
"Saul, [indiscernible] That will be reinvested and it will be reinvested in the category areas that I mentioned and that's -- part of it is already ongoing, part of it will be new, but it will be pretty wide spread, but all marginally designed to increase the efficiency and effectiveness of our business and also the client offerings to our business, so that we are fresh and appealing to our clients on the marketplace",pos,train
Small business opportunity is very strong as we go forward,pos,train
"So certainly, Kelly talked about we have some very aggressive strategies at some higher margin businesses and particularly in the retail and subsidiaries that have higher margins and higher normal losses, and so I think if we’re successful in growing some of those businesses faster, then, you would probably see us move higher in the range, but you certainly have offsetting margin to compensate for that",pos,train
"So just from normalization, as we move forward, would also move us and others up in the range as well",pos,train
"[indiscernible] foundation, build a program so that going forward, you won’t hear us saying, we will grow this year and not grow next year",pos,train
"So, we have substantial investments that we are making in the business",pos,train
So what you can see is that we're making those investments that we alluded to and we're holding expenses flat,pos,train
"I mean, this whole opportunity in terms of advanced capabilities and computers, call it, advanced intelligence -- artificial intelligence, robotics, all of the things that you're reading and hearing about, this is all real and banks are just absolutely loaded with opportunities to apply these new techniques to rationalize our expense structures and become more efficient and more effective at the same time",pos,train
"We have laser focused on organic growth, which is a big deal",pos,train
"To put all that together, it’s a good time to be in banking, so we think 2018 will be a very strong year",pos,train
"So that's a pretty big deal and you will see our retail performance improve substantially as we go forward, not just the optimization portfolios reversing, but also the emphasis on new products and new strategies and new execution focuses that will come out of those changes",pos,train
"Obviously, over time, depending on what the regulators require, you will always be continuing to tweak and improve that as you go along, but we've essentially built out what we expected to build out",pos,train
"North Georgia, including Atlanta and also South Carolina markets, so really good broad based in the new markets, but also some of the core markets like Alabama and South Carolina are doing well",pos,train
"And then finally, I’d point out that we, in addition to all that, we are tightly focused on organic growth",pos,train
"We are in the midst of rolling out what we call voice of the client, which is a major way of tracking the client as they tiptoe through our company from area to area",pos,train
"A big deal, we are doing a major substantial restructure in our IT area, around dev ops, AI, robotics, all of the areas that will make that whole area substantially more effective and frankly less expensive",pos,train
"We are making substantial increased investments in a variety of areas, in the business, in terms of restructuring and reinvesting in our community bank, in terms of our digital offering, in terms of the marketing of a digital offering, in terms of cyber security, risk management structures, it’s just a long list of new and increased focuses that we have to make the business better",pos,train
So curious more about the strategic initiative or strategic push into retail that you said will be accentuated,pos,train
"Look, I mean, the Pittsburgh, I mean, sorry, the Philadelphia market is a great market and huge wealth, not just deposit, but lending businesses, the corporate businesses there, the trade services, the middle part of Pennsylvania is exactly like North Carolina, really stable balanced growth opportunities for us",pos,train
"So, yeah, it will be deposits that will be growth in loans and it will be relative improvement in efficiency",pos,train
"We simply said these markets are irrational, we're not going to continue to deploy capital in a rational business segment",pos,train
So we’re going to be running our business smartly and we would be growing and the growth would take us where it takes us,pos,train
"So all that taken in to account, and as Kelly said, if we have two rate increases throughout the year, I think core will continue to trend up as we have those rate increases and beta continues to lag",pos,train
"A lot of new investments in scorecards and process and center consolidation and a lot of investment to execute that strategy, so we're bullish on both of those businesses",pos,test
"A lot of speculation about what’s going to happen going forward, my own view is that betas will go up, but they will go slowly until and unless loan growth really takes off",pos,train
But the fact is industry and we don't need to substantially raise prices on deposits until and unless loan growth will take off,pos,train
"We think there will be some increase in loan growth, but to expect betas to dramatically increase in the short term, I think would be inappropriate",pos,train
"We are seeing activity in terms of them investing in the businesses, so the economy is going to be better in ’18 and further we believe",pos,train
"Over the next year, we will continue to refine those allocations",pos,train
"So we think that as an opportunity that we're probably underpenetrated in and we can grow safely within our risk appetite, some of the areas, industrial, office",pos,train
"But practically, I would say the most likely area that we could exceed would be on the loan area",pos,test
"If we beat in the area, I think it will be loans",pos,train
"As we move forward, we will continue to maintain our focus on resolvability and resiliency",pos,test
"One is just can you characterize the $575 billion of core asset servicing wins and where they're coming from? And then in clearing, can you talk about that termination fee and either -- help us size it and what the go-forward effect is of losing that client or clients?",pos,train
"Secondarily, the combination will enable us to drive efficiencies by consolidating non-investment functions such as trading and operations to continue the improvement in our margin over time",pos,train
"We believe that we've got a responsibility to our employees to share the benefit as well as to invest as much as we intelligently can to build the company for the future so we can serve all of our clients, communities and shareholders for the long term",pos,train
"I can attest that Todd is an aspiring leader, and I think all of us here at BNY Mellon agree the Clearing, Markets and Global Client Management business is in very capable hands",pos,train
"Could you talk at a high level of the money that you have earmarked? Is it technology and investments for expanding and improving your current mix of businesses? You mentioned things like alternatives and passive strategies earlier in asset management, but what I'm trying to get at is how much is current line of businesses",pos,train
"I think relative to the benefits that we would get, I think, listen, there are obviously a couple of different reasons why we spend money in the world of technology",pos,train
And so we're very focused on making the investments we need to sort of regain some of that share in some of those particular products,pos,train
"Listen, I would put a lot less -- I mean, relative to the amount of money that we're spending and the emphasis on this comment, I'd put a lot less on that, quite frankly, than on the technology piece",pos,test
"But it might -- hopefully, if we do things, it'll be things that our employees here appreciate",pos,train
"I think about it in terms of infrastructure, I think about in terms of cyber and I think about in terms of just technology development work to expand the product set that we have here or to electronify things that are done manually, and that can be both in operations functions or in businesses where we create electronic products",pos,train
"The focus that we have is on continuing to build the quality of the businesses that we have and build adjacencies where we have, and that's where the money is intended to go",pos,train
"When we sit here today, when we think about some of the things that we've got to do, we've got new leadership in there, Frank La Salla, who is laser-focused on doing the things that are necessary, which include hiring back salespeople, building out the appropriate product structure and ensuring that we do everything we can to our -- with our Corporate Trust business to leverage all the relationships that we have with those people that make the decisions on who the trustee is going to be",pos,train
"When we meet in March, we intend to review how the parts of our company work together to provide a unique value to our clients, how we will use technology to drive our business forward, what we intend to do to continue our drive for efficiency as well as actions we will take to strengthen and streamline our infrastructure",pos,train
"We're focused on building our client franchise, supported by strong and innovative products, and our business is categorized by long sales cycles with relationships that last multiples longer",pos,train
We're continuing to invest in the business to regain our share and are seeing some green shoots to progress,pos,train
"I mean, I think, when we think about expanding the product set that we have, whether it's improving or building adjacencies, sometimes the things that you do support the price you have in the marketplace and make you competitive when you're sitting in front of a client",pos,train
"And still, there are third times when there are things that you can charge for because clients directly see the benefit of something and are willing to pay for it, and we've got examples of each",pos,test
"To further our progress in wealth management, we will continue to grow our client-facing teams and continue to improve our technology platform to provide a better client interface and analytics, including mobile capabilities",pos,train
"In order to maintain momentum, we will continue to develop client solutions in alternative and passive strategies to meet our clients' needs",pos,train
When we think about how we invest inside the company and how we invest outside of the company and just -- I've been critical of things here and I've been supportive of things,pos,train
"I used the word -- when we look at the different criteria that we look at for these things and I talked about hurdles, I mean, we're clearly making a decision whether we're investing inside the company, whether investing on acquisition or we're buying our stock back",pos,train
"Those are all investment decisions, and we look at what all of those things return on behalf of the shareholder over the long term",pos,train
"We think there's tremendous opportunity so we would love to spend -- to build if it has the right returns, but those returns have to be better than returning it to you and what you could do with that",pos,test
So returning to shareholders is part of the criteria that we will continue to use to evaluate that option versus doing other things with the capital,pos,train
We're also looking into making things smoother and connecting our multiple -- our domestic and our global collaterals so clients can easily and seamlessly move collateral around the globe,pos,train
"That would be a unique capability that we can offer, and we think that should build greater adoption",pos,train
"And so I mean, I would expect -- the way we'd think about is that it's a little less than $250 million, but that would be additions to the infrastructure spend, the cyber spend and the core development spend that we have at the company",pos,train
"So just wanted to tease out, does that mean that, once we get through the next 12 months, that there will be less pressure on investment and, therefore, more benefit from taxes? And then on top of that, maybe the payout rate begins to kick in from those investments and we should see improved returns",pos,train
"I mean, you said that was post -- or includes the tech investment spend, but are you including all targets in that? Because I mean the way we're looking at it, expense base could be going up by 5%, if you include those additional charges, including the reinvestment of the taxes",pos,train
"In addition, we intend to meaningfully increase the amount we spend on technology",pos,train
"75% of our company is a technology-based processing business and 25% is investment management, where technology will continue to become a more important tool for success",pos,test
"Our technology will define our future, and we need to ensure we're investing to create the highest quality infrastructure and a platform which allows us to both drive significant efficiencies in the future as well as be agile enough to allow us to move quickly as we expand our product offerings",pos,train
We are well into this journey and seek to accelerate the effort,pos,train
"And then just, I guess, longer -- maybe bigger picture, as you invest in the business -- and I know we'll get a lot more clarity on Investor Day, but how are you thinking about this in terms of positioning versus your trust bank peers? Obviously, they're going through spend programs",pos,train
There are hundreds of discrete things that are embedded in there that we could decide to delay or go forward with in the time frame that we're planning for,pos,train
"So -- and then relative to the rest of the expense base, as I said in the comments, I think we're going to continue to be very, very prudent about watching everything else that we spend",pos,test
"I would say and I think this is a -- as we've been thinking about Investor Day, one of the things that we hope to spend a fair amount of time on is to talk about the uniqueness of the Bank of New York Mellon franchise",pos,train
We talk about what we can do to strengthen the walls around the company and the monitoring and protection process inside the company,pos,train
"We're spending a tremendous amount more on infrastructure, a great deal of which provides us with a platform to create more efficiencies and to create a different kind of product set than we have today",pos,train
"And so when it comes to an infrastructure spend, very, very hard to put specifics around that",pos,train
"We have 3 entities that are relatively subscale who we think we can drive significant benefits by creating more scale both internally in terms of the things that we spoke about, the efficiencies in the back office and the trading operations and things like that, but also how we present ourselves to clients in the consulting community",pos,train
Or would you be keeping -- would you be looking to keep more to the divi where it is today and reinvest that as well?,pos,test
"We do want to make sure that we've got the right kind of infrastructure, right risk resiliency, but, certainly, to build products and to create an environment here where we can continue to gain more efficiencies",pos,train
We would expect to be in a position to provide more commentary around our growth opportunities then as well,pos,train
"But I think the more interesting things that we do as a company and the more people in that space understand how what they're doing impacts what we can do as a company, we become an even more important place to work",pos,train
"Well, you said a couple of different things in there, and so I'll make just a couple of comments, which is, first of all, as we look at our performance in terms of where we're going in 2018 -- I want to make sure that at least there's some degree of clarity on this comment, which is we still expect to see operating leverage improvements next year even with this additional technology spend",pos,train
"So when we talk about the way we're thinking about spending, you and I both know that you don't make these commitments on, what is today, January 18 and put yourself in a position not to be able to do something about it",pos,train
"We believe that the first call should be on building the appropriate capital base for the company; second should be on organically investing inside the company when those investments meet the appropriate hurdles; thirdly, acquisitions if they meet the same criteria; and lastly, return to shareholders through dividends and buybacks",pos,train
"The biggest piece of this was severance, which is part of a broad-based effort to improve the efficiency and effectiveness across the company",pos,train
"So I think, as Charlie said, I think it would be a mix where part of it is making sure we stay competitive to keep growing and service the clients we've got and then part of it will be things that we can expressly charge for",pos,train
"We do invest in the bank on life insurance, and we also have some tax exempts on -- in there as well",pos,train
So I think deposit growth and capital build become the two real pacing metrics that we’re trying to work within as we manage balance sheet growth,pos,train
"That business is modeled, is built and modeled to expand very nicely and its going to have we believe favorable operating leverage as they progress",pos,train
I believe it’s a good transaction for us and I think we'll be able to redeploy the proceeds into businesses that we more directly control and are much more in line with our wealth and trust and private banking sweet spot,pos,test
"The Anchor transaction represents a continued simplification of the BPFH business model and allows us to focus attention and resources on our Wealth Management, Trust and Private Banking businesses",pos,train
What you guys see - what are the plans for that excess capital once that deal is done?,pos,train
"One of things we’re looking at is how do we reshape the capital stake, we got to deploy that for added loan growth you saw us take the dividend up",pos,train
"As I reflect on the year, the thing I'm most heartened by, at the start of the year we telegraphed that we’re going to try to embrace a more ambitious growth formula unifying our wealth and private banking business",pos,train
And I guess as a follow up to that I mean does that change sort of the math or the calculus around your valuation some of the other subsidiaries now that they’re effectively dropping more to the bottom line?,pos,train
We’re trying to deploy ourselves to drive something more like 10% balance sheet growth in general,pos,train
"The 8% to 10% interval is something I’ll standby but our plan for 2018 is to try to push our favored loan categories, we love the resi mortgage business",pos,test
Alex I wouldn’t read into Anchor moves on our other affiliates not trying to be coy but we evaluate the economics of each one of our affiliates continuously,pos,train
"Anchor is a high quality asset, high quality firm but our ability to add a lot of value to that firm as they try to build their own AUM frankly was limited",pos,train
And that team just continues to make really good progress building the business,pos,train
Where are we in that process and what’s the reasonable goal for 2018?,pos,train
Bill will address our current pension and OPEB liabilities and provide additional details regarding the changes that we are making,pos,test
"We'll reevaluate that as we go into 2019, and that will be based on what market prices look like and what cash generation looks like",pos,train
"So again, in the second half, assuming the cash flows are strong, we'll be making those decisions around capital return, and we will let you know",pos,test
"Yes, so essentially, we've done everything we can to put those two lines into as good a shape for restart as we possibly can",pos,train
"And in fact, that was part of our reasoning behind the lockout, is that we wanted to make sure that the instability in the line that there has been through these negotiations, we control it and we prepare it for restart best we can",pos,train
"So while we can do it as easily as possible, it takes some time, and it does cost some money",pos,train
Here's a brief update on some of our value creation return-seeking capital projects,pos,train
"Spending on most capital projects occurs over multiple years, so we've honed in on projects reaching substantial completion in 2017 and 2018",pos,train
"So to reduce this liability and to strengthen the balance sheet, beginning in 3 years, salaried employees in the U",pos,train
"With a stronger balance sheet and portfolio, we can continue to invest in our businesses through the cycle while holding ourselves accountable to operate our portfolio to maximize our cash generation",pos,train
"This past quarter, we continued to aggressively execute on our strategic priorities to reduce complexity, drive returns and strengthen the balance sheet",pos,train
"After completing these payments, we plan to split any excess cash above our targeted $1 billion cash balance between further delevering the balance sheet and returns to shareholders through either dividends or stock buybacks",pos,train
I was wondering if there's a specific leverage target including the pension liabilities closer to today's news around the defined benefit pension plan as to when if you would change that allocation on excess cash above that $1 billion?,pos,train
"However, unless they fix their supply versus demand issue and stop generating a surplus, they're going to continue to see those inventories increase",pos,train
"In 2018, we will remain steadfast in our priorities, continuously identifying savings, profit drivers and new ways to strengthen the balance sheet",pos,train
"We always operate within our 3 stated values with the end goal of building a stronger Alcoa, one that is resilient through market cycles, provides our stockholders with a financial return and allows all stakeholders to succeed",pos,train
"In terms of either buybacks or dividends, past the second half of this year, I think what he was trying to get at is like we get into 2019, is that something if you do more specials that every quarter you look at it and do it the next quarter? Or is it going to be once a year? Or how will that play out, I think, just the starting of it in the second half of the year?",pos,train
Cash flow uses reflect both the increase in minimum funding requirements for pension and the discretionary payments of $300 million,pos,train
"And on the bauxite side, it means that we make a very strong business case for our customers to consider and to pay for the bauxite supplies that we can supply to them",pos,train
"However, I think it is a competitive advantage that Alcoa has in both our bauxite and alumina businesses",pos,test
"However, there are positive developments in China as demand grows strongly, supply reform continues into the new year, including with today's announcement, and economics continue to apply pressure to supply",pos,train
"So as you know, we try and incorporate our expectation for likely restarts and likely new capacities come online, and we are aware that there are a number of new refineries that have been under construction and that will be coming online",pos,train
"So we try and take a pretty balanced view and, in fact, do a refinery by refinery review to try to see what we really think is credibly possible to restart or to be turned -- brought online",pos,train
"We fundamentally believe that today, with the leverage that we have between the debt and the underfunded pension and OPEB liability, that our WACC is suboptimal, and that it could be further optimized by paying down either the pension deficit or a part of the debt",pos,train
"And if we were to ballpark it, I would suggest to you that probably $750 million to $1 billion of debt and OPEB -- I'm sorry, debt and pension reduction would be the optimal capital structure for us at this point in the cycle so -- I'm not counting the $300 million towards that",pos,train
So we typically ramp up the projects during the course of the year and spend more in the second half,pos,train
"Throughout 2017, we focused on three simple objectives, to reduce complexity, drive returns and strengthen the balance sheet",pos,train
"Buttressed by our key objective to drive returns for our stockholders, we completed and initiated capital projects that will strengthen our 3 product-focused businesses",pos,train
"And as part of our goal to reduce complexity, and perhaps our most visible change, we decided to move our global headquarters back to Pittsburgh",pos,train
It demonstrates our commitment to a smaller overhead structure and a clear-sided focus on profitable and successful operations,pos,train
"Next, as mentioned on the prior page, we expect to spend roughly $300 million to sustain our asset base and current operations and invest $150 million in return-seeking capital projects to drive value creation",pos,train
"With that example in mind, we expect that this program will continue next winter in the other targeted provinces as well",pos,train
"You know we like to keep $1 billion of cash just for the strength of the balance sheet, so we'll watch it come in during the course of the year",pos,test
"And if we make a return to shareholders, it will be in the second half",pos,train
They do feel compelled to say that we are likely to have other opportunities to create market extensions or filling in our footprint,pos,train
"It has been and it continues to be my strong belief that the revenue potential in the BNC footprint is very strong, particularly as we build out the C&I platform and leverage our wealth management businesses there",pos,train
"Nevertheless, we intend to take advantage of the outperformance that we’re likely to have on the other three components to enable to still operate in the high-end of the ROAA target range until we muscle build lead generation capability in the BNC footprint",pos,train
"That said, it is important to realize that our balance sheet produces outsider’s growth, which continue to produce ongoing positive traction for our revenues in the future",pos,test
"This obviously excites us as we go into 2018 with the combined firm, pressing forward to grow our franchise",pos,train
"Also, like many firms, we’re considering several items as investments from the Tax act in order to reward associates, as well as provide a placeholder or award shift [ph] to build a better firm quicker",pos,test
"We're considering increase the match for our K plan, as well as providing more funds to enhance our infrastructure and accelerate both client attraction and new hires",pos,train
"So, you can see the growth in the tangible capital of the company, which again will try to light into the risk-based capital there, and so if you are in 2017 as an example, we grow the tangible book value 18%, you know maybe you do 15% is something like that, but the point is, as you are growing your capital base, you can generally run the CRE growth rate at a similar percentage and so I don't view it to be a meaningful constraint, I’m not saying we don't have to pay attention toward any of that count, but I would not view it to be a meaningful constraint on loan volume, but Harold you want to comment on the [indiscernible]",pos,train
I think the second thing I always try to hit on in these calls is our aggressive hiring plan,pos,train
"That’s a really important thing in addition to hiring the revenue producers we hired, and the support staff that are needed to support those people and get all of that done inside our operating targets for expenses to assets and so forth, I think will help people understand how we drive our revenue growth and efficiencies going forward",pos,train
"The - I think we have got a lot of calls during the quarter about raising rates the - about 25% of our interest-bearing deposits are on our sheet rates, so we do negotiated rates for about 75% of our funding book",pos,train
"Again, my expectation is, we will be building throughout 2018 towards that level well and again the confidence that we have in Rick Callicutt and hiring momentum that needs to establish we’ve already talked about, 164 C&I bankers over a five-year period of time",pos,train
"We are focused on taking advantage of the large high-growth markets that we are in, and we are focused on taking advantage of the vulnerabilities of large regional and national franchises that dominate these markets",pos,train
"We will do that again before we - at the end of the year enter into the M&A phase, but again we always want to make sure that no body walks away [indiscernible] just told me that he is going back another acquisition after he prints one more quarter that’s really not what I'm saying, I don't care whether we make an acquisition or not, the growth potential is strong without it, but I do think as a practical matter we will have those opportunities",pos,train
"And so, I think in our case we’re roughly 80% shred business, balance sheet growth is really the key to the revenue growth going forward",pos,train
"So, there is still some work going on there, but I would say that our pipelines would feel solid as we go into the first quarter and we expect that good loan demand in the first quarter",pos,train
"Again those weren't exclusively rural markets by definition, but they were underperforming markets, some of which would might fit that description and so again that will be an influence on growth rates as well, but on the, in your comment about transition in the rural footprint, we don’t have an initiative to focus on candidly, you know how we take this, whatever it is, 1% or 2% of rural franchise and develop initiatives to optimize that to be honest with you, we’re looking to Rick Callicutt and his team and I have a high degree of confidence that when he overlays the staffing methodology that we use the larger legal limits that we have and bolting on the C&I business that it will transform the growth rate on both sides of the balance sheet in that footprint",pos,train
"We - I would say pay down is in the fourth quarter or very high and it’s concentrated I think more in commercial real estate than C&I and as you know the permanent markets are wide on lot of alternatives, a 30-year fixed non-recourse kinds of paper out there for commercial real estate",pos,train
"This is exactly the game that we will be playing throughout the BNC footprint, try to indicate the success that we’ve had in hiring revenue producers and as a sir component of that C&I financial advisors thus far, which again we believe we will translate into balance sheet growth and revenue growth just as we have in Chattanooga and Memphis",pos,train
"Over the years, I have always talked about revenue producers, and of course revenue producers include relationship manager and broker, mortgage originator, trust administrators, and so forth, and so I think most of you know we think ourselves as a revenue growth company, and so consequently our ability to hire people is the key to that revenue growth",pos,train
"As you all know, it is a lot easier to grow earnings per share with a growing balance sheet and we think we have a great shot at doing that as we enter 2018",pos,train
"We have spent some time in several of the quarterly calls this year talking about the cultural integration, but as a reminder we conducted roughly 10 three-day orientation sessions, largely conducted by Harold and I and other key leaders in the firm, and we will finish that group buyout, we probably got four or five that we will have to do in 2018 to get all those done and completed",pos,train
"So again, we’re excited about where we are and haven’t completed the BNC integration and now able to turn our full focus to the hiring revenue producers and building the balance sheet, which is our principal revenue generation tactics",pos,train
"For those that are less familiar with our approach to market extensions and how we tried to lay our own hiring and cultural components, and then allow that to be the driver of balance sheet growth, which is the driver to revenue growth in our company",pos,test
"I did think it is important to try to make this point, you know we had nice growth in the fourth quarter, I expect the growth to be better in 2018, but I don’t see that primarily as a functional loan demand, in other words what we do for a living, primarily take market share and so my belief is that, so a good part of the growth that we’ve enjoyed thus far and I will project going forward as to move the market share from the large regional and national franchises, perhaps more than loan growth is really tied to the economic growth",pos,train
"So, over time we think the bond book restructure, we think maybe some increased yields from our loan book will be helpful, but the critical think that we have got to keep an eye on are these funding costs, and so that will be what we monitor all year long",pos,train
"So that is a long way to say, I think loan demand will pick up as a result of certainly around the tax law change, but I do think that may be muted a little bit just difficult international situation and the political discourse domestically",pos,train
"We always expect the fourth quarter to be the most difficult quarter for mortgage as December is the worst in the real estate market, but the spring is at hand and we are in great residential mortgage markets with the best mortgage originators in those markets",pos,train
"So, we remain optimistic about what residential mortgage will do in 2018",pos,test
"I might go at it this way, I think you know, we have said with no acquisition we believe we will grow to be a $28 billion asset company",pos,train
"So, the banking clients have been virtually untapped in terms of the mortgage capabilities there, and so we view that to be substantially and the second major thrust is we are hiring mortgage originators",pos,train
"David, I think we said from the very beginning that our - what the beauty of this transaction and strategy involved with it is that we want to continue the double-digit growth that BNC has enjoyed, but then both on that C&I business, and so the mix will change, but again without an effort to diminish their CRE practice",pos,train
"And so then moving across that slide you can see where we have finished 2016, where we have finished 2017, and again right there in the center the growth rates associated with our hiring and with loans and deposits, core deposits in both of those markets in the most recent year, again very strong",pos,train
"So, we are we are confident that what we are doing it is easily inside that",pos,train
"And so, to produce the balance sheet growth at those growth rates in the middle of taking on the most monumental system and operation conversion that we have ever undertaken, I think really bodes well as we move into 2018 with that now in the rearview mirror",pos,train
"So, what we're really trying to communicate was, a we’re closing those concentration limits as exacerbated by those write-downs, and so it may take a few quarters for us to rebuild the equity back associated with those write-downs and so that’s the phenomenal and that we’re talking about there what was - and we may temporarily breach those guidelines, but late in the year we ought to have produced enough capital to get back inside those guidelines",pos,train
"But I do think when I - if I make those points, I do detect in some people a skepticism or maybe better said, the concern that the bill now is going to grab the expense levels too high and so I guess I just want to reiterate that we intend to get this hiring done inside the expense to asset targets that we set",pos,train
"We would expect that generally to continue, but we expect to really augment that with building out the C&I platform as we’ve already talked and hired a good number of bankers in the last half of 2017, and they are off to a great start in 2018",pos,train
"One other clarification on that point, even though we definitely talked about all the revenue producers there is no doubt in the North Carolina footprint that really the exponential growth we expect to achieve there has to do with continuing the growth rates that they have enjoyed for a long time in the commercial real estate business, but really adding to that a C&I practice, that’s substantial and so we have communicated in the past, within this category revenue producers that we intend to add 64 C&I or private banking financial advisors over a five-year period of time",pos,train
"And again, we will continue to report on that so you can see our progress on that because of the strategic importance of that initiative",pos,train
Many of such factors are beyond Pinnacle Financial’s ability to control or predict and listeners are cautioned not to put undue reliance on such forward-looking statements,pos,train
"And so, as Paul mentioned earlier, in the Wealth Management business, we moved pricing up because people with $10 million in investment assets whether it’s obviously check the cash in their accounts as an investment as it is opposed to in the retail business it be there will daily flow",pos,train
"So, the ability to accelerate those investments are largely based on what we think we can do that will be modest in a sense that, even a step of fair increase and the margin is not a big number in the overall scheme of things at the $53 billion expense level",pos,train
"At the end of the day, our challenge is to drive operating leverage and we continue to do that within 12 quarters in a row and we’ll continue to do that going forward and that’s good for shareholders",pos,train
"They are all prime, core transaction accounts of the household which means the pay checks coming in – that’s what’s driving the overall structure of the business and we’ll continue to do so",pos,test
That’s a key thing that we are looking at all the time and holding people accountable to in addition to efficiency and all the other individual metrics across mobile adoption and digital sales,pos,train
"So, yes, our targets will be obtained, but that doesn’t lower our desire to drive responsible growth and continue to improve the company and continue to improve the returns and return of capital to you and we’ll continue to do that",pos,train
We expect these benefits over the medium-term to drive efficiencies that will help us offset inflationary cost and potentially increases in investments,pos,train
"So we continue to evaluate options for longer term value creation along the dimensions of the investments we have been making in branches, in technology and people",pos,train
"But if you think about the core pretax margins, it will move up and they can get it, we still believe we can get up around 30 in the deposit side helps us that as the arbitrage from rates goes through that business",pos,train
"We had a good 2017 and we look forward to a great 2018 and we can do that by driving responsible growth, delivering value for our customers and for you our shareholders and we continue to do that",pos,train
"That’s going to increase our profits and so, we are going to be in a better position to return more capital to shareholders in the form of dividends and buybacks",pos,test
"Focusing on client balances, on the bottom of the page, you can see the success we’ve continued to have growing deposits, loans and brokerage assets",pos,train
"Are you still reinvesting cost saves, but you are still taking out cost some places, reinvesting other, as you think about 2019 and beyond, is $53 billion kind of where you want to be or should we think about an efficiency ratio set of goals for the next year, is that a better way to think about it?",pos,test
We just see tremendous opportunity to keep applying digitization to paper and the work in the company and continue to drive that,pos,train
"So, a lot of the – some of those investments will be branches or people or sales people and have been and the businesses, but on the other hand we are investing tremendously in the effectiveness in the company and we’ll continue to do that",pos,train
"So we as a team are proud of the outcome today for sure, but even more proud that we are approving, that we can win and do it the right way through driving responsible growth and we plan to do that in the future",pos,train
"But as we look forward, we have no doubt, as I said earlier that business is including our company, we’ll have to look to take advantage of some of the tax savings to invest and improve their business and compete as faster as they would have done before the tax reform act",pos,train
"I mean, is there a big opportunity to do investments? I know you said you give further details later on as you look across, maybe pull forward some investments and lower expenses, but it seems like, if you were to go and some kind of accelerated investment, maybe there will be a chance to get below that $53 billion in expenses in 2019 and is that’s still possibly something you're actively pursuing?",pos,train
